"","Species","Treatment","Treatment.number","Seed.production","Family","Scaled_seed_set"
"1387","Ipomoea purpurea","Solanum melongena",6,0,"Solanaceae",-0.6986354954383
"1388","Ipomoea purpurea","Solanum melongena",7,5,"Solanaceae",1.54944901958593
"1389","Ipomoea purpurea","Solanum melongena",8,0,"Solanaceae",-0.6986354954383
"1390","Ipomoea purpurea","Solanum melongena",9,1,"Solanaceae",-0.249018592433453
"1391","Ipomoea purpurea","Solanum melongena",10,0,"Solanaceae",-0.6986354954383
"1392","Ipomoea purpurea","Cross",1,1,NA,-0.249018592433453
"1393","Ipomoea purpurea","Cross",2,2,NA,0.200598310571393
"1394","Ipomoea purpurea","Cross",3,1,NA,-0.249018592433453
"1395","Ipomoea purpurea","Cross",4,2,NA,0.200598310571393
"1396","Ipomoea purpurea","Cross",5,1,NA,-0.249018592433453
"1397","Ipomoea purpurea","Cross",6,6,NA,1.99906592259078
"1398","Ipomoea purpurea","Cross",7,0,NA,-0.6986354954383
"1399","Ipomoea purpurea","Cross",8,0,NA,-0.6986354954383
"1400","Ipomoea purpurea","Cross",9,0,NA,-0.6986354954383
"1401","Ipomoea purpurea","Cross",10,6,NA,1.99906592259078
"1402","Ipomoea purpurea","Self",1,5,NA,1.54944901958593
"1403","Ipomoea purpurea","Self",2,4,NA,1.09983211658109
"1404","Ipomoea purpurea","Self",3,5,NA,1.54944901958593
"1405","Ipomoea purpurea","Self",4,5,NA,1.54944901958593
"1406","Ipomoea purpurea","Self",5,6,NA,1.99906592259078
"1407","Ipomoea purpurea","Self",6,6,NA,1.99906592259078
"1408","Ipomoea purpurea","Self",7,5,NA,1.54944901958593
"1409","Ipomoea purpurea","Self",8,6,NA,1.99906592259078
"1410","Ipomoea purpurea","Self",9,6,NA,1.99906592259078
"1411","Ipomoea purpurea","Self",10,4,NA,1.09983211658109
"1412","Ipomoea purpurea","Control",1,0,NA,-0.6986354954383
"1413","Ipomoea purpurea","Control",2,0,NA,-0.6986354954383
"1414","Ipomoea purpurea","Control",3,0,NA,-0.6986354954383
"1415","Ipomoea purpurea","Control",4,0,NA,-0.6986354954383
"1416","Ipomoea purpurea","Control",5,0,NA,-0.6986354954383
"1417","Ipomoea purpurea","Control",6,0,NA,-0.6986354954383
"1418","Ipomoea purpurea","Control",7,0,NA,-0.6986354954383
"1419","Ipomoea purpurea","Control",8,0,NA,-0.6986354954383
"1420","Ipomoea purpurea","Control",9,0,NA,-0.6986354954383
"1421","Ipomoea purpurea","Control",10,0,NA,-0.6986354954383
"1422","Ipomoea purpurea","Flower control",1,3,NA,0.65021521357624
"1423","Ipomoea purpurea","Flower control",2,2,NA,0.200598310571393
"1424","Ipomoea purpurea","Flower control",3,3,NA,0.65021521357624
"1425","Ipomoea purpurea","Flower control",4,0,NA,-0.6986354954383
"1426","Ipomoea purpurea","Flower control",5,0,NA,-0.6986354954383
"1427","Ipomoea purpurea","Flower control",6,0,NA,-0.6986354954383
"1428","Ipomoea purpurea","Flower control",7,0,NA,-0.6986354954383
"1429","Ipomoea purpurea","Flower control",8,0,NA,-0.6986354954383
"1430","Ipomoea purpurea","Flower control",9,5,NA,1.54944901958593
"1431","Ipomoea purpurea","Flower control",10,6,NA,1.99906592259078
